cid,contributor_code,collection_code,contribsys_id
011398223,UIU,UIUC,uiuc2721753
102313679,UIU,UIUC,uiuc2722062
101698011,UIU,UIUC,uiuc2722608
102274295,UIU,UIUC,uiuc2722609
001134583,UIU,UIUC,uiuc27231
000521067,UIU,UIUC,uiuc272386
102451510,UIU,UIUC,uiuc2724278
003173748,UIU,UIUC,uiuc2725000
000967890,UIU,UIUC,uiuc2725273
001339939,UIU,UIUC,uiuc2725839
101706547,UIU,UIUC,uiuc2725915
008691710,UIU,UIUC,uiuc2726102
102204425,UIU,UIUC,uiuc27274
101703751,UIU,UIUC,uiuc2729394
101738224,UIU,UIUC,uiuc272988
011418177,UIU,UIUC,uiuc2730382
102476930,UIU,UIUC,uiuc2731407
100228134,UIU,UIUC,uiuc2731441
000971456,UIU,UIUC,uiuc2732397
102559863,UIU,UIUC,uiuc2732416
102559864,UIU,UIUC,uiuc2732417
102477853,UIU,UIUC,uiuc2732418
102559862,UIU,UIUC,uiuc2732419
100408096,UIU,UIUC,uiuc2732432
001326411,UIU,UIUC,uiuc2732508
001287442,UIU,UIUC,uiuc2732863
100074776,UIU,UIUC,uiuc2732973
001465678,UIU,UIUC,uiuc2733894
007401904,UIU,UIUC,uiuc273436
102426400,UIU,UIUC,uiuc2735061
006828489,UIU,IUIUC,uiuc2735115
100075187,UIU,UIUC,uiuc2735124
100230361,UIU,UIUC,uiuc2735366
000963966,UIU,UIUC,uiuc2735645
001064869,UIU,UIUC,uiuc2736020
102184124,UIU,UIUC,uiuc2738314
001481624,UIU,UIUC,uiuc2739065
001611718,UIU,IUIUC,uiuc2739841
001611718,UIU,UIUC,uiuc2739841
100410124,UIU,UIUC,uiuc2739896
100948547,UIU,UIUC,uiuc2740445
102184291,UIU,UIUC,uiuc2741330
101737091,UIU,UIUC,uiuc2741348
100074957,UIU,UIUC,uiuc2741493
000952525,UIU,UIUC,uiuc2741667
102272080,UIU,UIUC,uiuc2742485
102300937,UIU,UIUC,uiuc2742871
007840493,UIU,UIUC,uiuc2742946
011456269,UIU,UIUC,uiuc2743704
100074246,UIU,UIUC,uiuc2743705
001164027,UIU,UIUC,uiuc2744084
001279812,UIU,UIUC,uiuc2744354
102315399,UIU,UIUC,uiuc2744365
102437890,UIU,UIUC,uiuc2744370
011396061,UIU,UIUC,uiuc2744590
011396061,UIU,UIUC,uiuc2744591
102160369,UIU,UIUC,uiuc2744629
102163607,UIU,UIUC,uiuc274481
102201233,UIU,IUIUC,uiuc2747382
009128342,UIU,UIUC,uiuc2747652
102449689,UIU,UIUC,uiuc2748816
102274397,UIU,UIUC,uiuc2751252
003189140,UIU,UIUC,uiuc275254
011691880,UIU,UIUC,uiuc275559
011418165,UIU,UIUC,uiuc2756747
101706792,UIU,UIUC,uiuc2757843
008924897,UIU,UIUC,uiuc2757949
101738658,UIU,UIUC,uiuc2758176
001342316,UIU,UIUC,uiuc2758564
102394054,UIU,UIUC,uiuc2758807
001621583,UIU,UIUC,uiuc2759949
001069117,UIU,UIUC,uiuc2760005
102512339,UIU,UIUC,uiuc2760403
010630579,UIU,UIUC,uiuc2760404
101739316,UIU,UIUC,uiuc2761004
100962684,UIU,UIUC,uiuc2761190
100804315,UIU,UIUC,uiuc2762024
011421975,UIU,UIUC,uiuc2762087
100701528,UIU,IUIUC,uiuc2762088
102273481,UIU,UIUC,uiuc2762662
102184087,UIU,UIUC,uiuc2763153
102119345,UIU,UIUC,uiuc2763481
101737080,UIU,UIUC,uiuc2764890
102131086,UIU,UIUC,uiuc2764947
011399038,UIU,UIUC,uiuc2766207
102590242,UIU,UIUC,uiuc2770428
000815551,UIU,UIUC,uiuc2770573
000457510,UIU,IUIUC,uiuc277068
011418248,UIU,UIUC,uiuc2774041
007125242,UIU,UIUC,uiuc2774823
009513845,UIU,UIUC,uiuc2774966
007473786,UIU,UIUC,uiuc2775561
102298077,UIU,UIUC,uiuc2775803
102406498,UIU,UIUC,uiuc2775877
102204238,UIU,UIUC,uiuc2775880
011456618,UIU,UIUC,uiuc2775978
100226541,UIU,UIUC,uiuc2776396
101642822,UIU,UIUC,uiuc277733
100074632,UIU,UIUC,uiuc2777414
001339873,UIU,UIUC,uiuc2778508
008861207,UIU,UIUC,uiuc2778725
001146685,UIU,UIUC,uiuc2779015
002138354,UIU,UIUC,uiuc2779028
011396066,UIU,UIUC,uiuc2779291
001268434,UIU,UIUC,uiuc2779330
101762515,UIU,UIUC,uiuc2779877
101737704,UIU,UIUC,uiuc278046
100228456,UIU,UIUC,uiuc278060
009800881,UIU,UIUC,uiuc2780842
102395928,UIU,UIUC,uiuc2781300
000136755,UIU,UIUC,uiuc278150
102565851,UIU,UIUC,uiuc2781553
100804670,UIU,UIUC,uiuc2783147
100075195,UIU,UIUC,uiuc2783295
011400098,UIU,UIUC,uiuc278377
011396068,UIU,UIUC,uiuc2783962
003134658,UIU,UIUC,uiuc2785241
000219530,UIU,UIUC,uiuc278536
100075030,UIU,UIUC,uiuc2785541
100225632,UIU,UIUC,uiuc2785824
011421976,UIU,UIUC,uiuc2785874
006235417,UIU,UIUC,uiuc2786813
102450919,UIU,UIUC,uiuc2786877
102141688,UIU,UIUC,uiuc2787474
102142766,UIU,UIUC,uiuc2787568
102273987,UIU,UIUC,uiuc278786
102226241,UIU,UIUC,uiuc278872
102561327,UIU,IUIUC,uiuc2789693
101766185,UIU,UIUC,uiuc2790256
102466069,UIU,UIUC,uiuc2790257
102161590,UIU,UIUC,uiuc2790258
100212889,UIU,UIUC,uiuc2791010
101738121,UIU,UIUC,uiuc2792638
011420561,UIU,UIUC,uiuc279484
102185476,UIU,UIUC,uiuc279556
007426211,UIU,UIUC,uiuc279567
000023474,UIU,UIUC,uiuc279576
102272574,UIU,UIUC,uiuc279637
102589206,UIU,UIUC,uiuc279701
000803346,UIU,UIUC,uiuc279764
007916007,UIU,UIUC,uiuc2797647
004443073,UIU,UIUC,uiuc279779
102300598,UIU,UIUC,uiuc279804
102270990,UIU,UIUC,uiuc279809
101737133,UIU,UIUC,uiuc2800921
001153038,UIU,UIUC,uiuc2802049
100074894,UIU,UIUC,uiuc2802503
100888835,UIU,UIUC,uiuc2802893
102328490,UIU,UIUC,uiuc280318
001685150,UIU,UIUC,uiuc2803189
011420563,UIU,UIUC,uiuc280357
000762222,UIU,UIUC,uiuc280368
101739371,UIU,UIUC,uiuc2804586
001962941,UIU,UIUC,uiuc2804671
100234736,UIU,UIUC,uiuc2805653
011396073,UIU,UIUC,uiuc2805728
008610554,UIU,UIUC,uiuc2806414
100948525,UIU,UIUC,uiuc2807693
101802378,UIU,UIUC,uiuc280943
008433561,UIU,UIUC,uiuc2810857
102273153,UIU,UIUC,uiuc2811448
006865854,UIU,UIUC,uiuc281361
003493591,UIU,UIUC,uiuc2815904
003263102,UIU,UIUC,uiuc2815906
100697208,UIU,IUIUC,uiuc2815915
100215876,UIU,UIUC,uiuc2816082
011396075,UIU,UIUC,uiuc2816120
102590113,UIU,UIUC,uiuc2816124
001175018,UIU,UIUC,uiuc2816297
100802506,UIU,UIUC,uiuc281663
001313971,UIU,UIUC,uiuc2817067
011450872,UIU,UIUC,uiuc2817243
102299496,UIU,UIUC,uiuc2817415
102204544,UIU,UIUC,uiuc2817504
000958646,UIU,UIUC,uiuc2817517
102395532,UIU,UIUC,uiuc2817569
002137439,UIU,UIUC,uiuc2817582
102487044,UIU,UIUC,uiuc2817628
009429283,UIU,UIUC,uiuc2817733
012435102,UIU,UIUC,uiuc2818237
003211741,UIU,UIUC,uiuc2818251
001339341,UIU,UIUC,uiuc2818349
101683896,UIU,UIUC,uiuc2818463
100950204,UIU,UIUC,uiuc2818598
100075523,UIU,UIUC,uiuc2818599
102314141,UIU,UIUC,uiuc2818675
102406396,UIU,UIUC,uiuc2818998
011398722,UIU,UIUC,uiuc2819204
102161587,UIU,UIUC,uiuc2819234
100075078,UIU,UIUC,uiuc2819240
011454089,UIU,UIUC,uiuc2819252
100074885,UIU,UIUC,uiuc2819275
001325217,UIU,UIUC,uiuc2819276
100073483,UIU,UIUC,uiuc2819277
100074772,UIU,UIUC,uiuc2819335
102561141,UIU,IUIUC,uiuc2819428
100074572,UIU,UIUC,uiuc2819430
100075069,UIU,UIUC,uiuc2819443
102163318,UIU,UIUC,uiuc2819459
100075049,UIU,UIUC,uiuc2819518
101737125,UIU,UIUC,uiuc2819571
102293222,UIU,UIUC,uiuc2819670
102315991,UIU,UIUC,uiuc2819702
100595328,UIU,UIUC,uiuc2819860
102142541,UIU,UIUC,uiuc2819916
100804597,UIU,UIUC,uiuc2819924
102271849,UIU,UIUC,uiuc2819927
102601048,UIU,UIUC,uiuc2819935
011475545,UIU,UIUC,uiuc2819969
100712859,UIU,UIUC,uiuc2820384
102314308,UIU,UIUC,uiuc2820743
011414683,UIU,UIUC,uiuc2820773
001473733,UIU,UIUC,uiuc2821086
100950122,UIU,UIUC,uiuc2821204
102314928,UIU,UIUC,uiuc2821209
002100836,UIU,UIUC,uiuc2821376
002100827,UIU,UIUC,uiuc2821395
102395814,UIU,UIUC,uiuc2822166
011396080,UIU,UIUC,uiuc2822176
102185198,UIU,UIUC,uiuc2822204
101736863,UIU,UIUC,uiuc2822259
100075106,UIU,UIUC,uiuc2822296
000815522,UIU,UIUC,uiuc282233
001623157,UIU,UIUC,uiuc2822346
102486340,UIU,UIUC,uiuc282246
011396082,UIU,UIUC,uiuc2822585
001286440,UIU,UIUC,uiuc2822789
007156227,UIU,UIUC,uiuc2822790
100712696,UIU,UIUC,uiuc2822916
102436822,UIU,UIUC,uiuc2822919
100074999,UIU,UIUC,uiuc2823108
011430289,UIU,UIUC,uiuc2823158
011325186,UIU,UIUC,uiuc282354
009065504,UIU,IUIUC,uiuc2823646
102501358,UIU,UIUC,uiuc2823673
100823325,UIU,UIUC,uiuc2823674
011414684,UIU,UIUC,uiuc2824011
100075908,UIU,UIUC,uiuc282496
001036337,UIU,UIUC,uiuc2824990
011421983,UIU,UIUC,uiuc2824991
101737549,UIU,UIUC,uiuc2825781
100803830,UIU,UIUC,uiuc2825783
001484312,UIU,UIUC,uiuc2825809
102226293,UIU,UIUC,uiuc2825874
001567413,UIU,UIUC,uiuc2825875
100754205,UIU,UIUC,uiuc2826291
011396083,UIU,UIUC,uiuc2826543
005124895,UIU,UIUC,uiuc2826753
102203405,UIU,UIUC,uiuc282708
001306753,UIU,UIUC,uiuc2827137
001131769,UIU,UIUC,uiuc2827138
100074586,UIU,UIUC,uiuc2827140
101684983,UIU,UIUC,uiuc2827373
101698211,UIU,UIUC,uiuc2828226
009065504,UIU,UIUC,uiuc2828233
100074511,UIU,UIUC,uiuc2829457
001511544,UIU,UIUC,uiuc2829569
000084074,UIU,UIUC,uiuc283033
102271210,UIU,UIUC,uiuc2831387
102292863,UIU,UIUC,uiuc2832200
011409156,UIU,UIUC,uiuc283259
100608272,UIU,UIUC,uiuc2834803
100571010,UIU,UIUC,uiuc2836144
100199327,UIU,UIUC,uiuc2836227
102290706,UIU,UIUC,uiuc2836335
009988825,UIU,UIUC,uiuc2836697
003209422,UIU,UIUC,uiuc2836709
009827941,UIU,UIUC,uiuc2836827
006158019,UIU,UIUC,uiuc2837184
102300710,UIU,UIUC,uiuc2837194
102300415,UIU,UIUC,uiuc2837748
000089715,UIU,UIUC,uiuc283894
001817347,UIU,UIUC,uiuc2842183
011414701,UIU,UIUC,uiuc2843458
102406819,UIU,UIUC,uiuc2844392
011450460,UIU,UIUC,uiuc2844439
001127255,UIU,UIUC,uiuc2844523
101737541,UIU,UIUC,uiuc2844613
000775522,UIU,UIUC,uiuc2844692
100075522,UIU,UIUC,uiuc2844798
102300798,UIU,UIUC,uiuc2844803
002078710,UIU,UIUC,uiuc2844852
102314930,UIU,UIUC,uiuc2844989
102502381,UIU,UIUC,uiuc2845019
101718704,UIU,UIUC,uiuc2845181
102274324,UIU,UIUC,uiuc2845182
102203727,UIU,UIUC,uiuc2845415
001483686,UIU,UIUC,uiuc2845423
001483688,UIU,UIUC,uiuc2845425
101742075,UIU,UIUCL,uiuc2846146
101742075,UIU,IUIUC,uiuc2846146
011421986,UIU,UIUC,uiuc2846259
101736898,UIU,UIUC,uiuc2846285
100222726,UIU,UIUC,uiuc2846557
102314922,UIU,UIUC,uiuc2846691
100075904,UIU,UIUC,uiuc2847214
102140698,UIU,UIUC,uiuc2847453
102566209,UIU,UIUC,uiuc2847885
102314367,UIU,UIUC,uiuc284805
102486331,UIU,UIUC,uiuc284941
101643847,UIU,UIUC,uiuc2849481
102576009,UIU,UIUC,uiuc2850107
102449724,UIU,UIUC,uiuc2850209
101705845,UIU,UIUC,uiuc2850332
011395127,UIU,UIUC,uiuc2850435
100226851,UIU,UIUC,uiuc2852102
102589124,UIU,UIUC,uiuc285263
101698565,UIU,UIUC,uiuc2853697
102293004,UIU,UIUC,uiuc2853965
102161025,UIU,UIUC,uiuc2853982
102316434,UIU,UIUC,uiuc2855386
102396083,UIU,UIUC,uiuc2855811
101739485,UIU,UIUC,uiuc285612
102294451,UIU,UIUC,uiuc2856529
102568987,UIU,IUIUC,uiuc2856766
102300753,UIU,UIUC,uiuc2856998
001055678,UIU,UIUC,uiuc2857029
102185912,UIU,UIUC,uiuc2857170
011396090,UIU,UIUC,uiuc2857245
102294273,UIU,UIUC,uiuc2857251
102140780,UIU,UIUC,uiuc2857539
011456058,UIU,UIUC,uiuc2857540
001348861,UIU,UIUC,uiuc2857582
011420166,UIU,UIUC,uiuc28583
102140788,UIU,UIUC,uiuc2858394
101739224,UIU,UIUC,uiuc285916
102450345,UIU,UIUC,uiuc285920
010436942,UIU,UIUC,uiuc2859244
102583239,UIU,UIUC,uiuc2859682
100203867,UIU,UIUC,uiuc2860088
001313488,UIU,UIUC,uiuc2860518
001611717,UIU,UIUC,uiuc2860737
011389370,UIU,UIUC,uiuc286077
001688004,UIU,UIUC,uiuc2860924
102406791,UIU,UIUC,uiuc2861061
001611664,UIU,UIUC,uiuc2861369
100432067,UIU,UIUC,uiuc2861769
009495303,UIU,UIUC,uiuc2861873
011421988,UIU,UIUC,uiuc2862163
011421989,UIU,UIUC,uiuc2862180
001741546,UIU,UIUC,uiuc2862594
007290928,UIU,UIUC,uiuc2863369
001124834,UIU,UIUC,uiuc2863451
101644199,UIU,UIUC,uiuc2865143
010631149,UIU,UIUC,uiuc2865524
011430031,UIU,UIUC,uiuc2865525
101745461,UIU,IUIUC,uiuc2866641
001351862,UIU,UIUC,uiuc2867433
102296767,UIU,UIUC,uiuc2867903
102226427,UIU,UIUC,uiuc2867908
102183563,UIU,IUIUC,uiuc2867962
010656813,UIU,UIUC,uiuc2869007
100209124,UIU,UIUC,uiuc2869694
101720252,UIU,UIUC,uiuc28714
101735970,UIU,UIUC,uiuc287206
102267908,UIU,IUIUC,uiuc2872147
011399689,UIU,UIUC,uiuc287392
101739373,UIU,UIUC,uiuc287768
101698660,UIU,UIUC,uiuc2877723
101762512,UIU,UIUC,uiuc2879602
101762513,UIU,UIUC,uiuc2879603
101762514,UIU,UIUC,uiuc2879604
011456496,UIU,UIUC,uiuc2879605
102477706,UIU,UIUC,uiuc2879772
102435728,UIU,UIUC,uiuc2880575
001055873,UIU,UIUC,uiuc2881134
001743763,UIU,UIUC,uiuc2881887
002014015,UIU,UIUC,uiuc2882650
102314225,UIU,UIUC,uiuc28837
102558653,UIU,UIUC,uiuc288389
001596602,UIU,UIUC,uiuc2884513
101736379,UIU,UIUC,uiuc2884514
101737132,UIU,UIUC,uiuc2884515
101737130,UIU,UIUC,uiuc2884516
101737131,UIU,UIUC,uiuc2884517
101736288,UIU,UIUC,uiuc2884523
102393805,UIU,UIUC,uiuc2884879
007426596,UIU,UIUC,uiuc2885049
102574878,UIU,UIUC,uiuc2885289
001621320,UIU,UIUC,uiuc2885384
001688625,UIU,UIUC,uiuc2885391
102300585,UIU,UIUC,uiuc2885394
101683194,UIU,UIUC,uiuc2885656
000967264,UIU,UIUC,uiuc2885658
010576449,UIU,UIUC,uiuc2885801
102184137,UIU,UIUC,uiuc2885807
100074681,UIU,UIUC,uiuc2885813
102296304,UIU,UIUC,uiuc2885815
102271384,UIU,UIUC,uiuc2885837
101698454,UIU,UIUC,uiuc2885875
102574623,UIU,UIUC,uiuc2886079
006685444,UIU,UIUC,uiuc2886279
011482401,UIU,UIUC,uiuc2886287
102583328,UIU,UIUC,uiuc2886423
001306752,UIU,UIUC,uiuc2886442
100640964,UIU,UIUC,uiuc2886454
102396370,UIU,UIUC,uiuc2886555
102185322,UIU,UIUC,uiuc2886582
101717432,UIU,UIUC,uiuc2886586
102225664,UIU,UIUC,uiuc2886595
011421994,UIU,UIUC,uiuc2886598
100075121,UIU,UIUC,uiuc2886646
011396095,UIU,UIUC,uiuc2886651
011396096,UIU,UIUC,uiuc2886652
100075305,UIU,UIUC,uiuc2886767
101765036,UIU,UIUC,uiuc2886787
001263752,UIU,UIUC,uiuc2886827
102574758,UIU,UIUC,uiuc288697
000866203,UIU,UIUC,uiuc2887009
000962511,UIU,UIUC,uiuc2887414
101765024,UIU,UIUC,uiuc2887472
001106374,UIU,UIUC,uiuc2887500
101645280,UIU,UIUC,uiuc2887637
102294062,UIU,UIUC,uiuc2887653
102475807,UIU,UIUC,uiuc2887661
102465145,UIU,UIUC,uiuc2887925
102299662,UIU,UIUC,uiuc2887947
102434884,UIU,UIUC,uiuc2888180
101737038,UIU,UIUC,uiuc2888227
102272387,UIU,UIUC,uiuc2888263
011475532,UIU,UIUC,uiuc2888284
102142390,UIU,UIUC,uiuc2888287
011242490,UIU,UIUC,uiuc2888288
011475128,UIU,UIUC,uiuc2888300
011475578,UIU,UIUC,uiuc2888307
011242490,UIU,UIUC,uiuc2888313
003923714,UIU,UIUC,uiuc2888318
102292721,UIU,UIUC,uiuc2888326
102292722,UIU,UIUC,uiuc2888327
000059323,UIU,UIUC,uiuc2888873
102193215,UIU,UIUC,uiuc2889025
001688289,UIU,UIUC,uiuc2889237
001118252,UIU,UIUC,uiuc2889383
011396098,UIU,UIUC,uiuc2889603
000535136,UIU,UIUC,uiuc2889659
001499080,UIU,UIUC,uiuc2889705
011427698,UIU,UIUC,uiuc2889816
001325296,UIU,UIUC,uiuc2889831
102407376,UIU,UIUC,uiuc2890122
101683199,UIU,UIUC,uiuc2890339
001514698,UIU,UIUC,uiuc2890367
001514698,UIU,IUIUC,uiuc2890367
000533485,UIU,UIUC,uiuc2890369
102425138,UIU,UIUC,uiuc2890389
101647641,UIU,UIUC,uiuc2890558
000533916,UIU,UIUC,uiuc2890832
102463990,UIU,UIUC,uiuc2890858
101735740,UIU,UIUC,uiuc2890873
101719309,UIU,UIUC,uiuc2890906
100715469,UIU,UIUC,uiuc2890918
100715520,UIU,UIUC,uiuc2890933
005732557,UIU,UIUC,uiuc2891050
101737092,UIU,UIUC,uiuc289115
102204963,UIU,UIUC,uiuc2891151
102142350,UIU,UIUC,uiuc2891216
102329601,UIU,UIUC,uiuc2891395
011396102,UIU,UIUC,uiuc2891432
000541295,UIU,UIUC,uiuc2891645
011421998,UIU,UIUC,uiuc2891674
102450477,UIU,UIUC,uiuc2891969
102393966,UIU,UIUC,uiuc289227
007684365,UIU,UIUC,uiuc2892712
100804673,UIU,UIUC,uiuc2893075
102477595,UIU,UIUC,uiuc2893107
102142150,UIU,UIUC,uiuc2893175
011396104,UIU,UIUC,uiuc2893959
006256788,UIU,UIUC,uiuc2893972
011396105,UIU,UIUC,uiuc2894031
102437174,UIU,UIUC,uiuc2894425
009512475,UIU,UIUC,uiuc2894752
001063020,UIU,UIUC,uiuc2894754
102406944,UIU,UIUC,uiuc28962
001122888,UIU,UIUC,uiuc2896308
002941512,UIU,UIUC,uiuc289663
102407033,UIU,UIUC,uiuc28980
000971056,UIU,UIUC,uiuc2898242
000971056,UIU,UIUC,uiuc2898243
011420167,UIU,UIUC,uiuc28989
011420579,UIU,UIUC,uiuc289891
101698012,UIU,UIUC,uiuc2899555
102590823,UIU,UIUC,uiuc2899556
000971643,UIU,UIUC,uiuc2899564
000971643,UIU,UIUC,uiuc2899565
102450892,UIU,UIUC,uiuc290011
102272676,UIU,UIUC,uiuc2900833
100655622,UIU,UIUC,uiuc2901202
011420582,UIU,UIUC,uiuc290190
001120466,UIU,UIUC,uiuc2903070
102226389,UIU,UIUC,uiuc2903581
009512426,UIU,UIUC,uiuc2903596
102575789,UIU,UIUC,uiuc2904860
101973989,UIU,UIUC,uiuc2906683
101706121,UIU,UIUC,uiuc2906695
012100493,UIU,UIUC,uiuc2907368
000217504,UIU,UIUC,uiuc290915
003164512,UIU,UIUC,uiuc290966
102477803,UIU,UIUC,uiuc2910068
011396116,UIU,UIUC,uiuc2910351
001687277,UIU,UIUC,uiuc2910381
011396117,UIU,UIUC,uiuc2910748
001749396,UIU,UIUC,uiuc2910816
100074327,UIU,UIUC,uiuc2910924
006217457,UIU,UIUC,uiuc2910934
001672488,UIU,UIUC,uiuc2911262
100949769,UIU,UIUC,uiuc2911298
001462461,UIU,UIUC,uiuc2911365
001119473,UIU,UIUC,uiuc2911408
102425654,UIU,UIUC,uiuc291141
100074282,UIU,UIUC,uiuc2911547
100074492,UIU,UIUC,uiuc2911562
100967423,UIU,UIUC,uiuc2911600
010696315,UIU,UIUC,uiuc2911605
100951122,UIU,UIUC,uiuc2911695
000002993,UIU,UIUC,uiuc2911790
100227968,UIU,UIUC,uiuc2911796
102300781,UIU,UIUC,uiuc2912202
102591029,UIU,UIUC,uiuc2912273
007423712,UIU,UIUC,uiuc2912383
101646317,UIU,UIUC,uiuc2912452
001172669,UIU,UIUC,uiuc2912459
102381370,UIU,UIUC,uiuc2912588
101737455,UIU,UIUC,uiuc2912928
007812287,UIU,UIUC,uiuc2913067
102295917,UIU,UIUC,uiuc2913098
100181347,UIU,IUIUC,uiuc2913100
100522560,UIU,IUIUC,uiuc2913101
102161062,UIU,UIUC,uiuc2913125
011396122,UIU,UIUC,uiuc2913175
011422002,UIU,UIUC,uiuc2913303
102559677,UIU,UIUC,uiuc2914009
102291770,UIU,UIUC,uiuc2914280
101738612,UIU,UIUC,uiuc2914326
102184053,UIU,UIUC,uiuc2914511
006703583,UIU,UIUC,uiuc2914516
100520825,UIU,UIUC,uiuc2914577
011396123,UIU,UIUC,uiuc2914581
001628513,UIU,UIUC,uiuc2914616
101736227,UIU,UIUC,uiuc2914981
001495181,UIU,UIUC,uiuc2915005
102161715,UIU,UIUC,uiuc2915037
102576604,UIU,UIUC,uiuc2915231
102396226,UIU,UIUC,uiuc2915250
001687299,UIU,UIUC,uiuc2915458
011422007,UIU,UIUC,uiuc2915526
102204012,UIU,UIUC,uiuc2915862
101736890,UIU,UIUC,uiuc2915936
101737907,UIU,UIUC,uiuc2916364
001287209,UIU,UIUC,uiuc2916426
002026262,UIU,UIUC,uiuc2916516
102316479,UIU,UIUC,uiuc2916531
102314580,UIU,UIUC,uiuc2917053
102559395,UIU,UIUC,uiuc2917209
102273935,UIU,UIUC,uiuc2917281
102329792,UIU,UIUC,uiuc291731
001506955,UIU,UIUC,uiuc2917313
001506965,UIU,UIUC,uiuc2917661
102274228,UIU,UIUC,uiuc2919971
102449978,UIU,UIUC,uiuc2919973
000940719,UIU,UIUC,uiuc2919995
001515452,UIU,UIUC,uiuc2920003
102299668,UIU,UIUC,uiuc2920007
100074786,UIU,UIUC,uiuc2920067
100074788,UIU,UIUC,uiuc2920069
011455655,UIU,IUIUC,uiuc2920988
001765923,UIU,UIUC,uiuc2921715
001685803,UIU,UIUC,uiuc2921920
101738590,UIU,UIUC,uiuc2923419
101738486,UIU,UIUC,uiuc2923688
102575913,UIU,UIUC,uiuc2923814
101706729,UIU,UIUC,uiuc2924474
001428865,UIU,UIUC,uiuc2924548
002945267,UIU,UIUC,uiuc2924838
102300714,UIU,UIUC,uiuc2924920
011389378,UIU,UIUC,uiuc292532
000254003,UIU,UIUC,uiuc292536
102300396,UIU,UIUC,uiuc2925655
102396200,UIU,UIUC,uiuc292652
001465710,UIU,UIUC,uiuc2927745
009738023,UIU,UIUC,uiuc2930692
100200877,UIU,UIUC,uiuc2931968
006651495,UIU,UIUC,uiuc2932062
009017514,UIU,UIUC,uiuc2932518
102566259,UIU,UIUC,uiuc2933397
100074341,UIU,UIUC,uiuc2933683
001313814,UIU,UIUC,uiuc2933981
100074627,UIU,UIUC,uiuc2934622
100074829,UIU,UIUC,uiuc2934638
007472564,UIU,IUIUC,uiuc2936361
007472564,UIU,UIUC,uiuc2936361
001560805,UIU,UIUC,uiuc2936647
100074516,UIU,UIUC,uiuc2936686
000216234,UIU,UIUC,uiuc293670
102590222,UIU,UIUC,uiuc2937084
001570648,UIU,UIUC,uiuc2937168
102315285,UIU,UIUC,uiuc2937309
101745507,UIU,IUIUC,uiuc2937345
001506854,UIU,UIUC,uiuc2937386
001165011,UIU,UIUC,uiuc2937560
011432808,UIU,UIUC,uiuc2937584
006601100,UIU,UIUC,uiuc2937759
102451813,UIU,UIUC,uiuc2937927
101699586,UIU,UIUC,uiuc2937934
102486291,UIU,UIUC,uiuc2937990
100074491,UIU,UIUC,uiuc2938942
102464722,UIU,UIUC,uiuc2939217
009488615,UIU,UIUC,uiuc2939440
102300457,UIU,UIUC,uiuc2941669
006586064,UIU,UIUC,uiuc2941803
001305619,UIU,UIUC,uiuc294228
102296956,UIU,UIUC,uiuc2942448
012156326,UIU,UIUC,uiuc2943229
100804311,UIU,UIUC,uiuc2943298
001502653,UIU,UIUC,uiuc2943366
011389381,UIU,UIUC,uiuc294342
001122940,UIU,UIUC,uiuc2944589
001733186,UIU,UIUC,uiuc294499
102204281,UIU,UIUC,uiuc2946093
101737082,UIU,UIUC,uiuc294641
001759467,UIU,UIUC,uiuc2946660
000692812,UIU,UIUC,uiuc294716
011396130,UIU,UIUC,uiuc2947273
000554042,UIU,UIUC,uiuc294743
101737025,UIU,UIUC,uiuc294803
101736894,UIU,UIUC,uiuc2949427
100604819,UIU,UIUC,uiuc2949448
100209543,UIU,UIUC,uiuc2949471
007401572,UIU,UIUC,uiuc295136
101737024,UIU,UIUC,uiuc295238
000750977,UIU,UIUC,uiuc295456
100075544,UIU,UIUC,uiuc2954849
007928059,UIU,UIUC,uiuc2955615
100225291,UIU,UIUC,uiuc2956647
100230656,UIU,UIUC,uiuc2956672
102395055,UIU,UIUC,uiuc2957274
001889388,UIU,UIUC,uiuc2958164
100075261,UIU,UIUC,uiuc2958304
011398494,UIU,UIUC,uiuc2959666
101738494,UIU,UIUC,uiuc2959916
012261305,UIU,UIUC,uiuc2960335
102204530,UIU,UIUC,uiuc2960510
101739548,UIU,UIUC,uiuc2961530
100221749,UIU,UIUC,uiuc2962591
100074676,UIU,UIUC,uiuc2962894
011420598,UIU,UIUC,uiuc296328
101739022,UIU,UIUC,uiuc296369
102300459,UIU,UIUC,uiuc297025
102297450,UIU,UIUC,uiuc29710
101703754,UIU,UIUC,uiuc297121
100196827,UIU,UIUC,uiuc2971818
002542814,UIU,UIUC,uiuc2971819
001885978,UIU,UIUC,uiuc2971820
102314206,UIU,UIUC,uiuc2971922
102184363,UIU,UIUC,uiuc2972087
001742170,UIU,UIUC,uiuc2972090
101697160,UIU,UIUC,uiuc2972355
011475533,UIU,UIUC,uiuc2972436
010600632,UIU,IUIUC,uiuc2972741
011482233,UIU,UIUC,uiuc2972870
009681249,UIU,UIUC,uiuc2973680
008718023,UIU,IUIUC,uiuc2973887
100193286,UIU,UIUC,uiuc2974031
011475703,UIU,UIUC,uiuc2974036
100074936,UIU,UIUC,uiuc2974186
100409654,UIU,UIUC,uiuc2974187
011414730,UIU,UIUC,uiuc2975303
101706758,UIU,UIUC,uiuc2975417
000025579,UIU,UIUC,uiuc297546
100949020,UIU,UIUC,uiuc297632
